"Author","File","NumLines"
"Ashish Thusoo","hwi/src/test/org/apache/hadoop/hive/hwi",153
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64",307
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example",169
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/mr",310
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/mr/example",80
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/serde2",251
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/serde2/s3",220
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example",241
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udf/example",192
"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example",85
"Namit Jain","contrib/src/test/org/apache/hadoop/hive/contrib/mr",130
"Namit Jain","contrib/src/test/org/apache/hadoop/hive/contrib/serde2",95
"Namit Jain","hwi/src/test/org/apache/hadoop/hive/hwi",133
"Yongqiang He","contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes",106
"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/serde2",359
"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes",2081
"Ashish Thusoo","ant/src/org/apache/hadoop/hive/ant",16
"Ashish Thusoo","hwi/src/java/org/apache/hadoop/hive/hwi",573
"Dhruba Borthakur","ant/src/org/apache/hadoop/hive/ant",19
"Dhruba Borthakur","jdbc/src/java/org/apache/hadoop/hive/jdbc",7687
"Dhruba Borthakur","jdbc/src/test/org/apache/hadoop/hive/jdbc",82
"Dhruba Borthakur","serde/src/test/org/apache/hadoop/hive/serde2",407
"Namit Jain","ant/src/org/apache/hadoop/hive/ant",80
"Namit Jain","hwi/src/java/org/apache/hadoop/hive/hwi",470
"Namit Jain","jdbc/src/java/org/apache/hadoop/hive/jdbc",216
"Namit Jain","jdbc/src/test/org/apache/hadoop/hive/jdbc",73
"Namit Jain","serde/src/test/org/apache/hadoop/hive/serde2",5
"Namit Jain","shims/src/0.17/java/org/apache/hadoop/hive/shims",142
"Namit Jain","shims/src/0.18/java/org/apache/hadoop/hive/shims",143
"Namit Jain","shims/src/0.19/java/org/apache/hadoop/hive/shims",143
"Namit Jain","shims/src/0.20/java/org/apache/hadoop/hive/shims",150
"Namit Jain","shims/src/common/java/org/apache/hadoop/hive/shims",235
