"Author","File","NumLines"
"","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",307
"","hadoop-common-project/hadoop-common/src/test/aop/org/apache/hadoop/fi",3
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/cli",2
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",529
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/loadGenerator",3
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/shell",339
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http",25
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http/resource",64
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io",191
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc",6
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics/ganglia",42
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net",32
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security",1
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/token/delegation",2
"","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/util",450
"","hadoop-common-project/hadoop-common/src/test/system/java/org/apache/hadoop/test/system",6
"Aaron Myers","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io",42
"Aaron Myers","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile",125
"Aaron Myers","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security",71
"Amareshwari Sri Ramadasu","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",19
"Amareshwari Sri Ramadasu","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",63
"Amareshwari Sri Ramadasu","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http",3
"Amareshwari Sri Ramadasu","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize",172
"Arun Murthy","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",123
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",23
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/filter",144
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/impl",881
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/lib",520
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/metrics2/util",199
"Arun Murthy","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test",338
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",87
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/conf",21
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",70
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc",51
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security",176
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/security/authorize",146
"Boris Shkolnik","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/util",62
"Christopher Douglas","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",29
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/conf",17
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",7
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/kfs",6
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/loadGenerator",8
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http/lib",80
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io",97
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/compress",445
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/file/tfile",4338
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/jmx",69
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/test",132
"Christopher Douglas","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/util",295
"Devaraj Das","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs",5
"Devaraj Das","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/log",8
"Devaraj Das","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/cli",2
"Devaraj Das","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/conf",11
"Devaraj Das","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs",59
"Devaraj Das","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http",170
"Devaraj Das","hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io",170
