"X","Author","Filename","NumLines"
0,"Tommaso Teofili","solr/contrib/uima/src/test/org/apache/solr/uima/analysis/UIMATypeAwareAnnotationsTokenizerFactoryTest.java",58
1,"Tommaso Teofili","solr/contrib/uima/src/test/org/apache/solr/uima/analysis/UIMAAnnotationsTokenizerFactoryTest.java",49
2,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",112
3,"Chris M. Hostetter","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",1
4,"Koji Sekiguchi","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",86
5,"Ryan McKinley","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",2
6,"Simon Willnauer","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",1
7,"Steven Rowe","solr/contrib/uima/src/test/org/apache/solr/uima/processor/UIMAUpdateRequestProcessorTest.java",1
8,"Koji Sekiguchi","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummyExceptionAnnotator.java",30
9,"Chris M. Hostetter","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummyExceptionAnnotator.java",1
10,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummySentimentAnnotator.java",60
11,"Chris M. Hostetter","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummySentimentAnnotator.java",1
12,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummyEntityAnnotator.java",41
13,"Chris M. Hostetter","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummyEntityAnnotator.java",1
14,"Koji Sekiguchi","solr/contrib/uima/src/test/org/apache/solr/uima/processor/an/DummyEntityAnnotator.java",6
15,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/ts/SentimentAnnotation_Type.java",79
16,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/ts/EntityAnnotation_Type.java",53
17,"Koji Sekiguchi","solr/contrib/uima/src/test/org/apache/solr/uima/ts/EntityAnnotation_Type.java",48
18,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/ts/SentimentAnnotation.java",80
19,"Robert Muir","solr/contrib/uima/src/test/org/apache/solr/uima/ts/EntityAnnotation.java",58
20,"Koji Sekiguchi","solr/contrib/uima/src/test/org/apache/solr/uima/ts/EntityAnnotation.java",40
21,"Tommaso Teofili","solr/contrib/uima/src/java/org/apache/solr/uima/analysis/UIMATypeAwareAnnotationsTokenizerFactory.java",45
22,"Christopher John Male","solr/contrib/uima/src/java/org/apache/solr/uima/analysis/UIMATypeAwareAnnotationsTokenizerFactory.java",3
23,"Tommaso Teofili","solr/contrib/uima/src/java/org/apache/solr/uima/analysis/UIMAAnnotationsTokenizerFactory.java",20
24,"Robert Muir","solr/contrib/uima/src/java/org/apache/solr/uima/analysis/UIMAAnnotationsTokenizerFactory.java",23
25,"Christopher John Male","solr/contrib/uima/src/java/org/apache/solr/uima/analysis/UIMAAnnotationsTokenizerFactory.java",3
26,"Koji Sekiguchi","solr/contrib/uima/src/java/org/apache/solr/uima/processor/exception/FieldMappingException.java",26
27,"Robert Muir","solr/contrib/uima/src/java/org/apache/solr/uima/processor/UIMAUpdateRequestProcessor.java",103
28,"Chris M. Hostetter","solr/contrib/uima/src/java/org/apache/solr/uima/processor/UIMAUpdateRequestProcessor.java",1
29,"Koji Sekiguchi","solr/contrib/uima/src/java/org/apache/solr/uima/processor/UIMAUpdateRequestProcessor.java",45
30,"Tommaso Teofili","solr/contrib/uima/src/java/org/apache/solr/uima/processor/UIMAUpdateRequestProcessor.java",14
31,"Sami Siren","solr/contrib/uima/src/java/org/apache/solr/uima/processor/UIMAUpdateRequestProcessor.java",4
