File,Author,NumCommits
,Thejas Nair,40.0
beeline,Thejas Nair,
beeline/src/java/org/apache/hive/beeline,Thejas Nair,3.0
beeline/src/test/org/apache/hive/beeline/src/test,Thejas Nair,2.0
bin,Thejas Nair,2.0
bin/ext,Thejas Nair,
builtins,Thejas Nair,
builtins/src/org/apache/hive/builtins,Thejas Nair,
builtins/test,Thejas Nair,
cli,Thejas Nair,
cli/src/java/org/apache/hadoop/hive/cli,Thejas Nair,1.0
cli/src/test/org/apache/hadoop/hive/cli,Thejas Nair,1.0
common,Thejas Nair,
common/src/java/org/apache/hadoop/hive/common,Thejas Nair,
common/src/java/org/apache/hadoop/hive/common/metrics,Thejas Nair,
common/src/java/org/apache/hadoop/hive/common/type,Thejas Nair,1.0
common/src/java/org/apache/hadoop/hive/conf,Thejas Nair,6.0
common/src/scripts,Thejas Nair,1.0
common/src/test/org/apache/hadoop/hive/common/type,Thejas Nair,1.0
conf,Thejas Nair,4.0
contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example,Thejas Nair,
contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example,Thejas Nair,
contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes,Thejas Nair,1.0
contrib/src/test/results/clientnegative,Thejas Nair,
contrib/src/test/results/clientpositive,Thejas Nair,
data/conf,Thejas Nair,
data/files,Thejas Nair,1.0
eclipse-templates,Thejas Nair,1.0
hbase-handler,Thejas Nair,
hbase-handler/src/java/org/apache/hadoop/hive/hbase,Thejas Nair,1.0
hbase-handler/src/test/org/apache/hadoop/hive/hbase,Thejas Nair,
hbase-handler/src/test/results/positive,Thejas Nair,1.0
hbase-handler/src/test/templates,Thejas Nair,1.0
hcatalog,Thejas Nair,4.0
hcatalog/bin,Thejas Nair,
hcatalog/build-support/ant,Thejas Nair,3.0
hcatalog/build-support/checkstyle,Thejas Nair,2.0
hcatalog/conf,Thejas Nair,1.0
hcatalog/core,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hadoop/mapred,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hcatalog/data,Thejas Nair,
hcatalog/core/src/main/java/org/apache/hcatalog/data/schema,Thejas Nair,
hcatalog/core/src/main/java/org/apache/hcatalog/data/transfer/impl,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hcatalog/mapreduce,Thejas Nair,3.0
hcatalog/core/src/main/java/org/apache/hcatalog/shims,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hive/hcatalog/cli,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hive/hcatalog/cli/SemanticAnalysis,Thejas Nair,3.0
hcatalog/core/src/main/java/org/apache/hive/hcatalog/common,Thejas Nair,2.0
hcatalog/core/src/main/java/org/apache/hive/hcatalog/data,Thejas Nair,1.0
hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/schema,Thejas Nair,1.0
