Author,File,NumLines
Chris M. Hostetter,contrib/analyzers/src/test/org/apache/lucene/analysis/th,64.0
Chris M. Hostetter,contrib/memory/src/test/org/apache/lucene/index/memory,10.0
Daniel Naber,contrib/analyzers/src/test/org/apache/lucene/analysis/cn,12.0
Daniel Naber,contrib/analyzers/src/test/org/apache/lucene/analysis/de,73.0
Daniel Naber,contrib/analyzers/src/test/org/apache/lucene/analysis/fr,10.0
Doron Cohen,contrib/memory/src/java/org/apache/lucene/index/memory,6.0
Erik Hatcher,contrib/analyzers/src/test/org/apache/lucene/analysis/cn,30.0
Erik Hatcher,contrib/analyzers/src/test/org/apache/lucene/analysis/el,75.0
Erik Hatcher,contrib/analyzers/src/test/org/apache/lucene/analysis/fr,181.0
Erik Hatcher,contrib/memory/src/test/org/apache/lucene/index/memory,254.0
Erik Hatcher,contrib/regex/src/java/org/apache/lucene/search/regex,433.0
Erik Hatcher,contrib/regex/src/java/org/apache/regexp,23.0
Erik Hatcher,contrib/regex/src/test/org/apache/lucene/search/regex,136.0
Grant Ingersoll,contrib/analyzers/src/test/org/apache/lucene/analysis/payloads,218.0
Grant Ingersoll,contrib/memory/src/java/org/apache/lucene/index/memory,60.0
Michael Busch,contrib/memory/src/java/org/apache/lucene/index/memory,17.0
Michael Busch,contrib/memory/src/test/org/apache/lucene/index/memory,4.0
Michael Busch,contrib/regex/src/test/org/apache/lucene/search/regex,17.0
Otis Gospodnetic,contrib/analyzers/src/test/org/apache/lucene/analysis/fr,70.0
Otis Gospodnetic,contrib/memory/src/java/org/apache/lucene/index/memory,1972.0
Otis Gospodnetic,contrib/memory/src/test/org/apache/lucene/index/memory,512.0
Wolfgang Hoschek,contrib/memory/src/java/org/apache/lucene/index/memory,622.0
Wolfgang Hoschek,contrib/memory/src/test/org/apache/lucene/index/memory,25.0
Yonik Seeley,contrib/analyzers/src/test/org/apache/lucene/analysis/cn,6.0
Yonik Seeley,contrib/analyzers/src/test/org/apache/lucene/analysis/de,6.0
Yonik Seeley,contrib/analyzers/src/test/org/apache/lucene/analysis/th,6.0
Yonik Seeley,contrib/memory/src/java/org/apache/lucene/index/memory,30.0
Yonik Seeley,contrib/memory/src/test/org/apache/lucene/index/memory,12.0
Yonik Seeley,contrib/regex/src/java/org/apache/lucene/search/regex,42.0
Yonik Seeley,contrib/regex/src/java/org/apache/regexp,6.0
Yonik Seeley,contrib/regex/src/test/org/apache/lucene/search/regex,6.0
