File,Author,ChurnSize
,Hiram R. Chirino,47652.0
activemq-all,Hiram R. Chirino,3436.0
activemq-book,Hiram R. Chirino,2914.0
activemq-camel-loadtest,Hiram R. Chirino,810.0
activemq-camel-loadtest/src/test/resources/org/apache/activemq/soaktest,Hiram R. Chirino,14261.0
activemq-camel-loadtest/src/test/resources/org/apache/activemq/soaktest/localBroker,Hiram R. Chirino,14261.0
activemq-console,Hiram R. Chirino,5422.0
activemq-console/src/main/java/org/apache/activemq/console,Hiram R. Chirino,423.0
activemq-console/src/main/java/org/apache/activemq/console/command,Hiram R. Chirino,423.0
activemq-console/src/main/java/org/apache/activemq/console/filter,Hiram R. Chirino,423.0
activemq-console/src/main/java/org/apache/activemq/console/formatter,Hiram R. Chirino,182.0
activemq-console/src/main/resources/META-INF,Hiram R. Chirino,11880.0
activemq-console/src/test/resources,Hiram R. Chirino,15860.0
activemq-core,Hiram R. Chirino,41961.0
activemq-core/src/main/java/org/apache/activemq,Hiram R. Chirino,237.0
activemq-core/src/main/java/org/apache/activemq/advisory,Hiram R. Chirino,665.0
activemq-core/src/main/java/org/apache/activemq/broker,Hiram R. Chirino,18009.0
activemq-core/src/main/java/org/apache/activemq/broker/cluster,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/broker/ft,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/broker/jmx,Hiram R. Chirino,15717.0
activemq-core/src/main/java/org/apache/activemq/broker/region,Hiram R. Chirino,17754.0
activemq-core/src/main/java/org/apache/activemq/broker/region/cursors,Hiram R. Chirino,16012.0
activemq-core/src/main/java/org/apache/activemq/broker/region/policy,Hiram R. Chirino,675.0
activemq-core/src/main/java/org/apache/activemq/broker/region/virtual,Hiram R. Chirino,14146.0
activemq-core/src/main/java/org/apache/activemq/broker/util,Hiram R. Chirino,28.0
activemq-core/src/main/java/org/apache/activemq/camel/component,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/command,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/filter,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/kaha,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/kaha/impl,Hiram R. Chirino,7.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/async,Hiram R. Chirino,17176.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/container,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash,Hiram R. Chirino,15892.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/network,Hiram R. Chirino,2722.0
activemq-core/src/main/java/org/apache/activemq/network/jms,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/openwire,Hiram R. Chirino,266.0
activemq-core/src/main/java/org/apache/activemq/openwire/v1,Hiram R. Chirino,262.0
activemq-core/src/main/java/org/apache/activemq/openwire/v2,Hiram R. Chirino,262.0
activemq-core/src/main/java/org/apache/activemq/openwire/v3,Hiram R. Chirino,262.0
activemq-core/src/main/java/org/apache/activemq/pool,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/proxy,Hiram R. Chirino,15209.0
activemq-core/src/main/java/org/apache/activemq/state,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/store,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/store/amq,Hiram R. Chirino,16015.0
activemq-core/src/main/java/org/apache/activemq/store/jdbc,Hiram R. Chirino,1885.0
activemq-core/src/main/java/org/apache/activemq/store/journal,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/store/kahadaptor,Hiram R. Chirino,15892.0
activemq-core/src/main/java/org/apache/activemq/store/memory,Hiram R. Chirino,31.0
activemq-core/src/main/java/org/apache/activemq/thread,Hiram R. Chirino,1960.0
activemq-core/src/main/java/org/apache/activemq/transaction,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/transport,Hiram R. Chirino,18701.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery,Hiram R. Chirino,14261.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery/multicast,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/transport/discovery/rendezvous,Hiram R. Chirino,11880.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery/simple,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/transport/failover,Hiram R. Chirino,14444.0
activemq-core/src/main/java/org/apache/activemq/transport/fanout,Hiram R. Chirino,14261.0
activemq-core/src/main/java/org/apache/activemq/transport/mock,Hiram R. Chirino,14261.0
activemq-core/src/main/java/org/apache/activemq/transport/peer,Hiram R. Chirino,14261.0
activemq-core/src/main/java/org/apache/activemq/transport/stomp,Hiram R. Chirino,2570.0
activemq-core/src/main/java/org/apache/activemq/transport/tcp,Hiram R. Chirino,15609.0
activemq-core/src/main/java/org/apache/activemq/transport/udp,Hiram R. Chirino,15607.0
activemq-core/src/main/java/org/apache/activemq/transport/vm,Hiram R. Chirino,14276.0
activemq-core/src/main/java/org/apache/activemq/usage,Hiram R. Chirino,14021.0
activemq-core/src/main/java/org/apache/activemq/util,Hiram R. Chirino,2374.0
activemq-core/src/main/java/org/apache/activemq/xbean,Hiram R. Chirino,948.0
activemq-core/src/main/resources,Hiram R. Chirino,668.0
activemq-core/src/main/resources/META-INF,Hiram R. Chirino,25928.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/frametranslator,Hiram R. Chirino,1879.0
activemq-core/src/main/resources/META-INF/services/org/apache/xbean/spring/http/activemq.apache.org/schema,Hiram R. Chirino,32.0
activemq-core/src/main/resources/META-INF/services/org/apache/xbean/spring/http/activemq.org/config,Hiram R. Chirino,32.0
activemq-core/src/test/java/org/apache/activemq,Hiram R. Chirino,15155.0
activemq-core/src/test/java/org/apache/activemq/advisory,Hiram R. Chirino,14662.0
activemq-core/src/test/java/org/apache/activemq/broker,Hiram R. Chirino,37.0
activemq-core/src/test/java/org/apache/activemq/broker/ft,Hiram R. Chirino,78.0
activemq-core/src/test/java/org/apache/activemq/broker/jmx,Hiram R. Chirino,125.0
activemq-core/src/test/java/org/apache/activemq/broker/policy,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/broker/region/cursors,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/broker/virtual,Hiram R. Chirino,14021.0
activemq-core/src/test/java/org/apache/activemq/bugs,Hiram R. Chirino,8.0
activemq-core/src/test/java/org/apache/activemq/bugs/amq1095,Hiram R. Chirino,19.0
activemq-core/src/test/java/org/apache/activemq/camel/component,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/kaha,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/kaha/impl/async,Hiram R. Chirino,30.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl/index/hash,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/load,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq/network,Hiram R. Chirino,14327.0
