File,Author,ChurnSize
,Michael Stack,35906.0
bin,Michael Stack,328.0
dev-support,Michael Stack,364.0
hbase-assembly,Michael Stack,48.0
hbase-assembly/src/main/assembly,Michael Stack,4.0
hbase-client,Michael Stack,2872.0
hbase-client/src/main/java/org/apache/hadoop/hbase,Michael Stack,48473.0
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog,Michael Stack,33744.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client,Michael Stack,8746.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor,Michael Stack,33744.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client/replication,Michael Stack,1513.0
hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions,Michael Stack,1615.0
hbase-client/src/main/java/org/apache/hadoop/hbase/executor,Michael Stack,221.0
hbase-client/src/main/java/org/apache/hadoop/hbase/filter,Michael Stack,14426.0
hbase-client/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,30157.0
hbase-client/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,255.0
hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf,Michael Stack,48435.0
hbase-client/src/main/java/org/apache/hadoop/hbase/replication,Michael Stack,7558.0
hbase-client/src/main/java/org/apache/hadoop/hbase/security,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/security/access,Michael Stack,33221.0
hbase-client/src/main/java/org/apache/hadoop/hbase/snapshot,Michael Stack,27716.0
hbase-client/src/main/java/org/apache/hadoop/hbase/util,Michael Stack,6028.0
hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper,Michael Stack,42213.0
hbase-client/src/test/java/org/apache/hadoop/hbase/client,Michael Stack,29536.0
hbase-client/src/test/java/org/apache/hadoop/hbase/ipc,Michael Stack,3018.0
hbase-client/src/test/resources,Michael Stack,113.0
hbase-common,Michael Stack,616.0
hbase-common/src/main/java/org/apache/hadoop/hbase,Michael Stack,40370.0
hbase-common/src/main/java/org/apache/hadoop/hbase/codec,Michael Stack,6028.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io,Michael Stack,6804.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding,Michael Stack,6028.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util,Michael Stack,35927.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util/test,Michael Stack,
hbase-common/src/main/resources,Michael Stack,596.0
hbase-common/src/test/java/org/apache/hadoop/hbase,Michael Stack,34011.0
hbase-common/src/test/java/org/apache/hadoop/hbase/types,Michael Stack,17.0
hbase-examples,Michael Stack,616.0
hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example,Michael Stack,
hbase-examples/src/main/java/org/apache/hadoop/hbase/thrift,Michael Stack,
hbase-examples/src/main/java/org/apache/hadoop/hbase/thrift/generated,Michael Stack,
hbase-examples/src/main/java/org/apache/hadoop/hbase/thrift2,Michael Stack,
hbase-examples/src/main/python,Michael Stack,
hbase-examples/src/main/python/gen-py/hbase,Michael Stack,
hbase-examples/src/test/java/org/apache/hadoop/hbase/coprocessor/example,Michael Stack,27716.0
hbase-examples/thrift2,Michael Stack,
hbase-hadoop-compat,Michael Stack,48.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/metrics,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,6110.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/wal,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/replication/regionserver,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/rest,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/thrift,Michael Stack,6028.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/metrics2,Michael Stack,6028.0
hbase-hadoop-compat/src/test/java/org/apache/hadoop/hbase,Michael Stack,6028.0
hbase-hadoop-compat/src/test/java/org/apache/hadoop/hbase/test,Michael Stack,6028.0
hbase-hadoop1-compat,Michael Stack,616.0
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,82.0
hbase-hadoop2-compat,Michael Stack,616.0
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,82.0
hbase-it,Michael Stack,635.0
hbase-it/src/test/java/org/apache/hadoop/hbase,Michael Stack,27971.0
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/mttr,Michael Stack,27716.0
hbase-it/src/test/java/org/apache/hadoop/hbase/test,Michael Stack,27728.0
hbase-it/src/test/java/org/apache/hadoop/hbase/util,Michael Stack,
hbase-prefix-tree,Michael Stack,616.0
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/decode/row,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/encode,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/encode/row,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/encode/tokenize,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/util/byterange,Michael Stack,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/util/byterange/impl,Michael Stack,
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/builder,Michael Stack,6028.0
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/column,Michael Stack,6028.0
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/column/data,Michael Stack,
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/row,Michael Stack,6028.0
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/row/data,Michael Stack,
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/timestamp,Michael Stack,6028.0
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/util/bytes,Michael Stack,
hbase-protocol,Michael Stack,48.0
hbase-protocol/src/main/java/org/apache/hadoop/hbase/protobuf/generated,Michael Stack,53120.0
hbase-protocol/src/main/protobuf,Michael Stack,53120.0
hbase-server,Michael Stack,616.0
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master,Michael Stack,27834.0
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/regionserver,Michael Stack,14513.0
hbase-server/src/main/java/org/apache/hadoop/hbase,Michael Stack,33744.0
hbase-server/src/main/java/org/apache/hadoop/hbase/backup,Michael Stack,27971.0
hbase-server/src/main/java/org/apache/hadoop/hbase/backup/example,Michael Stack,163.0
hbase-server/src/main/java/org/apache/hadoop/hbase/catalog,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/codec,Michael Stack,14426.0
hbase-server/src/main/java/org/apache/hadoop/hbase/constraint,Michael Stack,34312.0
hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor,Michael Stack,33744.0
hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling,Michael Stack,6028.0
hbase-server/src/main/java/org/apache/hadoop/hbase/executor,Michael Stack,6028.0
hbase-server/src/main/java/org/apache/hadoop/hbase/fs,Michael Stack,6028.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io,Michael Stack,33744.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile,Michael Stack,33745.0
hbase-server/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,34035.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapred,Michael Stack,27716.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce,Michael Stack,31148.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/replication,Michael Stack,1513.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,49719.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer,Michael Stack,27778.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner,Michael Stack,2071.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler,Michael Stack,35006.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot,Michael Stack,28847.0
hbase-server/src/main/java/org/apache/hadoop/hbase/migration,Michael Stack,5752.0
hbase-server/src/main/java/org/apache/hadoop/hbase/monitoring,Michael Stack,6059.0
hbase-server/src/main/java/org/apache/hadoop/hbase/procedure,Michael Stack,6050.0
