Author,File,NumLines
,archetypes/quickstart/src/main/resources/archetype-resources/src/main/java,56.0
,archetypes/quickstart/src/main/resources/archetype-resources/src/test/java,42.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/captcha,251.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/palette,37.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/palette/component,30.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table,35.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tree,626.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tree/table,1446.0
,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/model,31.0
,jdk-1.4/wicket-velocity/src/main/java/org/apache/wicket/velocity/markup/html,1.0
,jdk-1.4/wicket-velocity/src/test/java/org/apache/wicket/contrib/markup/html/velocity,5.0
,testing/wicket-threadtest/src/main/java/org/apache/wicket/threadtest/apps/app1,1.0
Alastair Maw,archetypes/quickstart/src/main/resources/archetype-resources/src/test/java,4.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/basic,3.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form,4.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/palette,30.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/image/resource,1.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table,40.0
Alastair Maw,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/tabs,7.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions,12.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/captcha,1.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form,102.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/palette/component,3.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/form/select,10.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/image/resource,119.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/grid,42.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/sort,3.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table,122.0
Eelco Hillenius,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/markup/html/repeater/data/table/filter,19.0
