File,Author,ChurnSize
,Hiram R. Chirino,27737.0
activemq-all,Hiram R. Chirino,52.0
activemq-book,Hiram R. Chirino,104.0
activemq-book/src/docbkx,Hiram R. Chirino,18.0
activemq-book/src/docbkx/images,Hiram R. Chirino,
activemq-console,Hiram R. Chirino,395.0
activemq-console/src/main/java/org/apache/activemq/console,Hiram R. Chirino,3144.0
activemq-console/src/main/java/org/apache/activemq/console/command,Hiram R. Chirino,2994.0
activemq-console/src/main/java/org/apache/activemq/console/filter,Hiram R. Chirino,2994.0
activemq-console/src/main/java/org/apache/activemq/console/formatter,Hiram R. Chirino,2994.0
activemq-console/src/main/java/org/apache/activemq/console/util,Hiram R. Chirino,2994.0
activemq-console/src/main/resources/META-INF,Hiram R. Chirino,1183.0
activemq-console/src/main/resources/META-INF/services/org/apache/activemq/broker,Hiram R. Chirino,768.0
activemq-console/src/test/java/org/apache/activemq/simple,Hiram R. Chirino,2994.0
activemq-console/src/test/resources,Hiram R. Chirino,7705.0
activemq-core,Hiram R. Chirino,14922.0
activemq-core/src/main/grammar,Hiram R. Chirino,43222.0
activemq-core/src/main/java/org/apache/activemq,Hiram R. Chirino,108747.0
activemq-core/src/main/java/org/apache/activemq/advisory,Hiram R. Chirino,101987.0
activemq-core/src/main/java/org/apache/activemq/blob,Hiram R. Chirino,46989.0
activemq-core/src/main/java/org/apache/activemq/broker,Hiram R. Chirino,111792.0
activemq-core/src/main/java/org/apache/activemq/broker/ft,Hiram R. Chirino,63937.0
activemq-core/src/main/java/org/apache/activemq/broker/jmx,Hiram R. Chirino,109334.0
activemq-core/src/main/java/org/apache/activemq/broker/region,Hiram R. Chirino,113938.0
activemq-core/src/main/java/org/apache/activemq/broker/region/cursors,Hiram R. Chirino,79771.0
activemq-core/src/main/java/org/apache/activemq/broker/region/group,Hiram R. Chirino,67545.0
activemq-core/src/main/java/org/apache/activemq/broker/region/policy,Hiram R. Chirino,107559.0
activemq-core/src/main/java/org/apache/activemq/broker/region/virtual,Hiram R. Chirino,63810.0
activemq-core/src/main/java/org/apache/activemq/broker/util,Hiram R. Chirino,93855.0
activemq-core/src/main/java/org/apache/activemq/broker/view,Hiram R. Chirino,97641.0
activemq-core/src/main/java/org/apache/activemq/camel,Hiram R. Chirino,57593.0
activemq-core/src/main/java/org/apache/activemq/camel/component,Hiram R. Chirino,
activemq-core/src/main/java/org/apache/activemq/camel/converter,Hiram R. Chirino,6957.0
activemq-core/src/main/java/org/apache/activemq/command,Hiram R. Chirino,109198.0
activemq-core/src/main/java/org/apache/activemq/filter,Hiram R. Chirino,98591.0
activemq-core/src/main/java/org/apache/activemq/jndi,Hiram R. Chirino,98591.0
activemq-core/src/main/java/org/apache/activemq/kaha,Hiram R. Chirino,128397.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl,Hiram R. Chirino,110510.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/async,Hiram R. Chirino,108332.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/container,Hiram R. Chirino,3810.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index,Hiram R. Chirino,113847.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash,Hiram R. Chirino,98792.0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree,Hiram R. Chirino,98792.0
activemq-core/src/main/java/org/apache/activemq/management,Hiram R. Chirino,98591.0
activemq-core/src/main/java/org/apache/activemq/memory,Hiram R. Chirino,99570.0
activemq-core/src/main/java/org/apache/activemq/memory/buffer,Hiram R. Chirino,63901.0
activemq-core/src/main/java/org/apache/activemq/memory/list,Hiram R. Chirino,90072.0
activemq-core/src/main/java/org/apache/activemq/network,Hiram R. Chirino,969.0
activemq-core/src/main/java/org/apache/activemq/network/jms,Hiram R. Chirino,94805.0
activemq-core/src/main/java/org/apache/activemq/openwire,Hiram R. Chirino,98016.0
activemq-core/src/main/java/org/apache/activemq/openwire/v1,Hiram R. Chirino,93997.0
activemq-core/src/main/java/org/apache/activemq/openwire/v2,Hiram R. Chirino,97641.0
activemq-core/src/main/java/org/apache/activemq/openwire/v3,Hiram R. Chirino,111642.0
activemq-core/src/main/java/org/apache/activemq/pool,Hiram R. Chirino,98813.0
activemq-core/src/main/java/org/apache/activemq/proxy,Hiram R. Chirino,98591.0
activemq-core/src/main/java/org/apache/activemq/security,Hiram R. Chirino,115713.0
activemq-core/src/main/java/org/apache/activemq/spring,Hiram R. Chirino,8374.0
activemq-core/src/main/java/org/apache/activemq/state,Hiram R. Chirino,99843.0
activemq-core/src/main/java/org/apache/activemq/store,Hiram R. Chirino,3221.0
activemq-core/src/main/java/org/apache/activemq/store/amq,Hiram R. Chirino,107629.0
activemq-core/src/main/java/org/apache/activemq/store/jdbc,Hiram R. Chirino,101235.0
activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter,Hiram R. Chirino,100085.0
activemq-core/src/main/java/org/apache/activemq/store/journal,Hiram R. Chirino,125224.0
activemq-core/src/main/java/org/apache/activemq/store/kahadaptor,Hiram R. Chirino,13750.0
activemq-core/src/main/java/org/apache/activemq/store/memory,Hiram R. Chirino,97591.0
activemq-core/src/main/java/org/apache/activemq/store/quick,Hiram R. Chirino,1622.0
activemq-core/src/main/java/org/apache/activemq/store/rapid,Hiram R. Chirino,1059.0
activemq-core/src/main/java/org/apache/activemq/thread,Hiram R. Chirino,103071.0
activemq-core/src/main/java/org/apache/activemq/transaction,Hiram R. Chirino,94947.0
activemq-core/src/main/java/org/apache/activemq/transport,Hiram R. Chirino,107098.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery,Hiram R. Chirino,101991.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery/multicast,Hiram R. Chirino,71187.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery/rendezvous,Hiram R. Chirino,105635.0
activemq-core/src/main/java/org/apache/activemq/transport/discovery/simple,Hiram R. Chirino,103058.0
activemq-core/src/main/java/org/apache/activemq/transport/failover,Hiram R. Chirino,101954.0
activemq-core/src/main/java/org/apache/activemq/transport/fanout,Hiram R. Chirino,101942.0
activemq-core/src/main/java/org/apache/activemq/transport/logwriters,Hiram R. Chirino,6957.0
activemq-core/src/main/java/org/apache/activemq/transport/mock,Hiram R. Chirino,86428.0
activemq-core/src/main/java/org/apache/activemq/transport/multicast,Hiram R. Chirino,62951.0
activemq-core/src/main/java/org/apache/activemq/transport/nio,Hiram R. Chirino,107243.0
activemq-core/src/main/java/org/apache/activemq/transport/peer,Hiram R. Chirino,94947.0
activemq-core/src/main/java/org/apache/activemq/transport/reliable,Hiram R. Chirino,93997.0
activemq-core/src/main/java/org/apache/activemq/transport/stomp,Hiram R. Chirino,99795.0
activemq-core/src/main/java/org/apache/activemq/transport/tcp,Hiram R. Chirino,106748.0
activemq-core/src/main/java/org/apache/activemq/transport/udp,Hiram R. Chirino,101904.0
activemq-core/src/main/java/org/apache/activemq/transport/vm,Hiram R. Chirino,104227.0
activemq-core/src/main/java/org/apache/activemq/usage,Hiram R. Chirino,9024.0
activemq-core/src/main/java/org/apache/activemq/util,Hiram R. Chirino,111487.0
activemq-core/src/main/java/org/apache/activemq/wireformat,Hiram R. Chirino,82642.0
activemq-core/src/main/java/org/apache/activemq/xbean,Hiram R. Chirino,93997.0
activemq-core/src/main/resources/META-INF,Hiram R. Chirino,2180.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/broker,Hiram R. Chirino,768.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/store/jdbc,Hiram R. Chirino,768.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport,Hiram R. Chirino,768.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/discoveryagent,Hiram R. Chirino,768.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/logwriters,Hiram R. Chirino,6957.0
activemq-core/src/main/resources/META-INF/services/org/apache/activemq/wireformat,Hiram R. Chirino,768.0
activemq-core/src/main/resources/META-INF/services/org/apache/camel,Hiram R. Chirino,6957.0
activemq-core/src/test/eclipse-resources,Hiram R. Chirino,
activemq-core/src/test/java/org/apache/activemq,Hiram R. Chirino,120274.0
activemq-core/src/test/java/org/apache/activemq/advisory,Hiram R. Chirino,67545.0
activemq-core/src/test/java/org/apache/activemq/blob,Hiram R. Chirino,59165.0
activemq-core/src/test/java/org/apache/activemq/broker,Hiram R. Chirino,104159.0
activemq-core/src/test/java/org/apache/activemq/broker/advisory,Hiram R. Chirino,43222.0
activemq-core/src/test/java/org/apache/activemq/broker/ft,Hiram R. Chirino,52072.0
activemq-core/src/test/java/org/apache/activemq/broker/jmx,Hiram R. Chirino,59165.0
activemq-core/src/test/java/org/apache/activemq/broker/policy,Hiram R. Chirino,73552.0
activemq-core/src/test/java/org/apache/activemq/broker/region/cursors,Hiram R. Chirino,950.0
activemq-core/src/test/java/org/apache/activemq/broker/region/group,Hiram R. Chirino,50791.0
activemq-core/src/test/java/org/apache/activemq/broker/util,Hiram R. Chirino,59165.0
activemq-core/src/test/java/org/apache/activemq/broker/virtual,Hiram R. Chirino,70716.0
activemq-core/src/test/java/org/apache/activemq/bugs,Hiram R. Chirino,69075.0
activemq-core/src/test/java/org/apache/activemq/camel,Hiram R. Chirino,15957.0
activemq-core/src/test/java/org/apache/activemq/camel/component,Hiram R. Chirino,6964.0
activemq-core/src/test/java/org/apache/activemq/command,Hiram R. Chirino,97641.0
activemq-core/src/test/java/org/apache/activemq/config,Hiram R. Chirino,63485.0
activemq-core/src/test/java/org/apache/activemq/demo,Hiram R. Chirino,62951.0
activemq-core/src/test/java/org/apache/activemq/filter,Hiram R. Chirino,66595.0
activemq-core/src/test/java/org/apache/activemq/jndi,Hiram R. Chirino,62951.0
activemq-core/src/test/java/org/apache/activemq/kaha,Hiram R. Chirino,67575.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl,Hiram R. Chirino,2860.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl/async,Hiram R. Chirino,51596.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl/index,Hiram R. Chirino,51570.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl/index/hash,Hiram R. Chirino,52648.0
activemq-core/src/test/java/org/apache/activemq/kaha/impl/index/tree,Hiram R. Chirino,59165.0
activemq-core/src/test/java/org/apache/activemq/management,Hiram R. Chirino,51596.0
activemq-core/src/test/java/org/apache/activemq/memory/buffer,Hiram R. Chirino,55382.0
activemq-core/src/test/java/org/apache/activemq/network,Hiram R. Chirino,109931.0
activemq-core/src/test/java/org/apache/activemq/network/jms,Hiram R. Chirino,62951.0
activemq-core/src/test/java/org/apache/activemq/openwire,Hiram R. Chirino,90072.0
activemq-core/src/test/java/org/apache/activemq/openwire/v1,Hiram R. Chirino,90211.0
activemq-core/src/test/java/org/apache/activemq/openwire/v2,Hiram R. Chirino,90211.0
activemq-core/src/test/java/org/apache/activemq/openwire/v3,Hiram R. Chirino,107856.0
activemq-core/src/test/java/org/apache/activemq/perf,Hiram R. Chirino,75814.0
activemq-core/src/test/java/org/apache/activemq/pool,Hiram R. Chirino,50791.0
activemq-core/src/test/java/org/apache/activemq/proxy,Hiram R. Chirino,78054.0
activemq-core/src/test/java/org/apache/activemq/security,Hiram R. Chirino,114673.0
activemq-core/src/test/java/org/apache/activemq/selector,Hiram R. Chirino,60115.0
activemq-core/src/test/java/org/apache/activemq/spring,Hiram R. Chirino,66595.0
activemq-core/src/test/java/org/apache/activemq/streams,Hiram R. Chirino,63759.0
activemq-core/src/test/java/org/apache/activemq/test,Hiram R. Chirino,63982.0
activemq-core/src/test/java/org/apache/activemq/test/message,Hiram R. Chirino,66595.0
activemq-core/src/test/java/org/apache/activemq/test/retroactive,Hiram R. Chirino,62809.0
activemq-core/src/test/java/org/apache/activemq/test/rollback,Hiram R. Chirino,67072.0
activemq-core/src/test/java/org/apache/activemq/thread,Hiram R. Chirino,56190.0
activemq-core/src/test/java/org/apache/activemq/transport,Hiram R. Chirino,94947.0
activemq-core/src/test/java/org/apache/activemq/transport/discovery,Hiram R. Chirino,51596.0
activemq-core/src/test/java/org/apache/activemq/transport/failover,Hiram R. Chirino,94947.0
activemq-core/src/test/java/org/apache/activemq/transport/fanout,Hiram R. Chirino,67110.0
activemq-core/src/test/java/org/apache/activemq/transport/multicast,Hiram R. Chirino,51596.0
activemq-core/src/test/java/org/apache/activemq/transport/nio,Hiram R. Chirino,67823.0
activemq-core/src/test/java/org/apache/activemq/transport/peer,Hiram R. Chirino,55385.0
activemq-core/src/test/java/org/apache/activemq/transport/reliable,Hiram R. Chirino,91161.0
activemq-core/src/test/java/org/apache/activemq/transport/stomp,Hiram R. Chirino,94027.0
activemq-core/src/test/java/org/apache/activemq/transport/tcp,Hiram R. Chirino,98591.0
activemq-core/src/test/java/org/apache/activemq/transport/udp,Hiram R. Chirino,91161.0
activemq-core/src/test/java/org/apache/activemq/transport/vm,Hiram R. Chirino,50791.0
activemq-core/src/test/java/org/apache/activemq/usecases,Hiram R. Chirino,99354.0
activemq-core/src/test/java/org/apache/activemq/util,Hiram R. Chirino,63053.0
activemq-core/src/test/java/org/apache/activemq/xbean,Hiram R. Chirino,62951.0
activemq-core/src/test/resources,Hiram R. Chirino,10837.0
activemq-core/src/test/resources/META-INF,Hiram R. Chirino,1295.0
activemq-core/src/test/resources/org/apache/activemq/broker/ft,Hiram R. Chirino,
activemq-core/src/test/resources/org/apache/activemq/broker/policy,Hiram R. Chirino,6957.0
activemq-core/src/test/resources/org/apache/activemq/broker/store,Hiram R. Chirino,
activemq-core/src/test/resources/org/apache/activemq/broker/virtual,Hiram R. Chirino,
activemq-core/src/test/resources/org/apache/activemq/config,Hiram R. Chirino,1444.0
activemq-core/src/test/resources/org/apache/activemq/network,Hiram R. Chirino,
activemq-core/src/test/resources/org/apache/activemq/perf,Hiram R. Chirino,
activemq-core/src/test/resources/org/apache/activemq/security,Hiram R. Chirino,18101.0
