Author,File,NumLines
,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin,159.0
,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/modal,180.0
,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/tree,367.0
,wicket-examples/src/main/java/org/apache/wicket/examples/authorization,1.0
,wicket-examples/src/main/java/org/apache/wicket/examples/compref,9.0
,wicket-examples/src/main/java/org/apache/wicket/examples/customresourceloading,12.0
,wicket-examples/src/main/java/org/apache/wicket/examples/library,1.0
,wicket-examples/src/main/java/org/apache/wicket/examples/pub,1.0
,wicket-examples/src/main/java/org/apache/wicket/examples/repeater,88.0
,wicket-examples/src/main/java/org/apache/wicket/examples/upload,153.0
,wicket-examples/src/test/java/org/apache/wicket/examples,105.0
,wicket-examples/src/test/java/org/apache/wicket/filtertest,239.0
Alastair Maw,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin,3.0
Alastair Maw,wicket-examples/src/main/java/org/apache/wicket/examples/authorization,38.0
Alastair Maw,wicket-examples/src/main/java/org/apache/wicket/examples/authorization/pages,13.0
Alastair Maw,wicket-examples/src/main/java/org/apache/wicket/examples/compref,1.0
Alastair Maw,wicket-examples/src/main/java/org/apache/wicket/examples/stockquote,13.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples,179.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin,113.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/modal,2.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/tree,39.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/prototype,13.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/authorization,234.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/authorization/pages,299.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/compref,1165.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/customresourceloading,190.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/encodings,2.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/frames,259.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/images,50.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/library,84.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/linkomatic,117.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/nested,121.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/niceurl,109.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/pub,27.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/repeater,1.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/stateless,15.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/stockquote,10.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/unicodeconverter,117.0
Eelco Hillenius,wicket-examples/src/main/java/org/apache/wicket/examples/upload,130.0
Eelco Hillenius,wicket-examples/src/test/java/org/apache/wicket/examples,41.0
Eelco Hillenius,wicket-examples/src/test/java/org/apache/wicket/examples/hangman,27.0
Eelco Hillenius,wicket-examples/src/test/java/org/apache/wicket/examples/helloworld,13.0
Eelco Hillenius,wicket-examples/src/test/java/org/apache/wicket/filtertest,1.0
Eelco Hillenius,wicket-examples/src/test/java/org/apache/wicket/util/license,26.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples,39.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin,233.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/modal,60.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/builtin/tree,112.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/ajax/prototype,26.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/authorization,44.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/authorization/pages,78.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/compref,493.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/customresourceloading,53.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/encodings,26.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/frames,104.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/images,26.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/library,93.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/linkomatic,104.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/nested,39.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/niceurl,65.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/pub,38.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/repeater,289.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/stateless,53.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/stockquote,74.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/unicodeconverter,26.0
Frank Bille Jensen,wicket-examples/src/main/java/org/apache/wicket/examples/upload,42.0
Frank Bille Jensen,wicket-examples/src/test/java/org/apache/wicket/examples,39.0
Frank Bille Jensen,wicket-examples/src/test/java/org/apache/wicket/examples/ajax/prototype,13.0
Frank Bille Jensen,wicket-examples/src/test/java/org/apache/wicket/examples/compref,13.0
