File,Author,NumCommits
,Michael Busch,14.0
contrib,Michael Busch,4.0
contrib/analyzers,Michael Busch,1.0
contrib/analyzers/src/java/org/apache/lucene/analysis/de,Michael Busch,
contrib/analyzers/src/java/org/apache/lucene/analysis/fr,Michael Busch,
contrib/analyzers/src/java/org/apache/lucene/analysis/payloads,Michael Busch,
contrib/analyzers/src/java/org/apache/lucene/analysis/ru,Michael Busch,
contrib/analyzers/src/test/org/apache/lucene/analysis/payloads,Michael Busch,
contrib/analyzers/src/test/org/apache/lucene/analysis/ru,Michael Busch,
contrib/ant,Michael Busch,1.0
contrib/benchmark,Michael Busch,1.0
contrib/benchmark/conf,Michael Busch,
contrib/benchmark/lib,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds,Michael Busch,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/standard,Michael Busch,
contrib/benchmark/src/java/org/apache/lucene/benchmark/utils,Michael Busch,
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask,Michael Busch,
contrib/benchmark/src/test/org/apache/lucene/benchmark/quality,Michael Busch,
contrib/db,Michael Busch,3.0
contrib/db/bdb,Michael Busch,1.0
contrib/db/bdb-je,Michael Busch,1.0
contrib/gdata-server,Michael Busch,2.0
contrib/gdata-server/gdata-build,Michael Busch,1.0
contrib/gdata-server/lib,Michael Busch,1.0
contrib/gdata-server/src/core,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/data,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/analysis,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/config,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/index,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/query,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server,Michael Busch,2.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/administration,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/authentication,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/registry,Michael Busch,2.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/registry/configuration,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/servlet,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/servlet/handler,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/db4o,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage,Michael Busch,2.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/configuration,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/recover,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/util,Michael Busch,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/utils,Michael Busch,1.0
contrib/gdata-server/src/core/src/test,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/data,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/analysis,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/config,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/index,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/query,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/administration,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/authentication,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/registry,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/registry/configuration,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/servlet,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/servlet/handler,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/storage,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/storage/db4o,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/storage/lucenestorage,Michael Busch,2.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/storage/lucenestorage/recover,Michael Busch,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/utils,Michael Busch,1.0
contrib/gdata-server/src/gom,Michael Busch,1.0
contrib/gdata-server/src/gom/src/java/org/apache/lucene/gdata/gom,Michael Busch,1.0
contrib/gdata-server/src/gom/src/java/org/apache/lucene/gdata/gom/core,Michael Busch,1.0
contrib/gdata-server/src/gom/src/java/org/apache/lucene/gdata/gom/core/extension,Michael Busch,1.0
contrib/gdata-server/src/gom/src/java/org/apache/lucene/gdata/gom/core/utils,Michael Busch,1.0
contrib/gdata-server/src/gom/src/java/org/apache/lucene/gdata/gom/writer,Michael Busch,1.0
contrib/gdata-server/src/gom/src/test/org/apache/lucene/gdata/gom,Michael Busch,1.0
contrib/gdata-server/src/gom/src/test/org/apache/lucene/gdata/gom/core,Michael Busch,2.0
contrib/gdata-server/src/hivemind,Michael Busch,1.0
contrib/gdata-server/src/hivemind/descriptor/WEB-INF,Michael Busch,1.0
contrib/gdata-server/src/hivemind/descriptor/WEB-INF/hivemind-descriptors,Michael Busch,1.0
contrib/gdata-server/src/hivemind/src/java/org/apache/lucene/gdata/hivemind/servlet,Michael Busch,1.0
contrib/gdata-server/src/hivemind/src/java/org/apache/lucene/gdata/hivemind/webservice,Michael Busch,1.0
contrib/gdata-server/src/hivemind/src/test/org/apache/lucene/gdata/hivemind/webservice,Michael Busch,1.0
contrib/gdata-server/webroot/WEB-INF,Michael Busch,1.0
contrib/gdata-server/webroot/WEB-INF/classes,Michael Busch,1.0
contrib/gdata-server/webroot/meta-inf,Michael Busch,1.0
contrib/highlighter,Michael Busch,1.0
contrib/highlighter/src/java/org/apache/lucene/search/highlight,Michael Busch,1.0
contrib/javascript/queryConstructor,Michael Busch,1.0
contrib/javascript/queryEscaper,Michael Busch,1.0
contrib/javascript/queryValidator,Michael Busch,1.0
contrib/lucli,Michael Busch,1.0
contrib/memory,Michael Busch,1.0
contrib/memory/src/java/org/apache/lucene/index/memory,Michael Busch,
contrib/memory/src/test/org/apache/lucene/index/memory,Michael Busch,1.0
contrib/miscellaneous,Michael Busch,1.0
contrib/miscellaneous/src/java/org/apache/lucene/misc,Michael Busch,
contrib/miscellaneous/src/java/org/apache/lucene/queryParser/analyzing,Michael Busch,1.0
contrib/miscellaneous/src/test/org/apache/lucene/misc,Michael Busch,
contrib/queries,Michael Busch,1.0
contrib/queries/src/java/org/apache/lucene/search,Michael Busch,1.0
contrib/queries/src/java/org/apache/lucene/search/similar,Michael Busch,1.0
contrib/queries/src/test/org/apache/lucene/search,Michael Busch,1.0
contrib/regex,Michael Busch,1.0
contrib/regex/src/test/org/apache/lucene/search/regex,Michael Busch,1.0
contrib/similarity,Michael Busch,1.0
contrib/snowball,Michael Busch,1.0
contrib/snowball/src/java/net/sf/snowball,Michael Busch,1.0
contrib/spellchecker,Michael Busch,1.0
contrib/spellchecker/src/java/org/apache/lucene/search/spell,Michael Busch,
contrib/spellchecker/src/test/org/apache/lucene/search/spell,Michael Busch,1.0
contrib/surround,Michael Busch,1.0
contrib/surround/src/test/org/apache/lucene/queryParser/surround/query,Michael Busch,1.0
contrib/swing,Michael Busch,1.0
contrib/wikipedia/src/java/org/apache/lucene/wikipedia/analysis,Michael Busch,
contrib/wikipedia/src/test/org/apache/lucene/wikipedia/analysis,Michael Busch,
contrib/wordnet,Michael Busch,1.0
contrib/wordnet/src/java/org/apache/lucene/wordnet,Michael Busch,1.0
contrib/xml-query-parser,Michael Busch,1.0
contrib/xml-query-parser/docs/img,Michael Busch,
contrib/xml-query-parser/src/java/org/apache/lucene/xmlparser,Michael Busch,
contrib/xml-query-parser/src/java/org/apache/lucene/xmlparser/builders,Michael Busch,
contrib/xml-query-parser/src/test/org/apache/lucene/xmlparser,Michael Busch,
docs,Michael Busch,8.0
docs/lucene-sandbox,Michael Busch,2.0
docs/skin,Michael Busch,1.0
docs/skin/images,Michael Busch,
src/demo,Michael Busch,2.0
src/demo/org/apache/lucene/demo/html,Michael Busch,
src/gcj,Michael Busch,1.0
src/java/org/apache/lucene/analysis,Michael Busch,2.0
src/java/org/apache/lucene/analysis/standard,Michael Busch,1.0
src/java/org/apache/lucene/document,Michael Busch,1.0
src/java/org/apache/lucene/index,Michael Busch,15.0
src/java/org/apache/lucene/queryParser,Michael Busch,
src/java/org/apache/lucene/search,Michael Busch,6.0
src/java/org/apache/lucene/search/function,Michael Busch,
src/java/org/apache/lucene/search/payloads,Michael Busch,1.0
src/java/org/apache/lucene/store,Michael Busch,
src/java/org/apache/lucene/util,Michael Busch,
src/site/src/documentation,Michael Busch,
src/site/src/documentation/content/xdocs,Michael Busch,7.0
src/test/org/apache/lucene,Michael Busch,1.0
src/test/org/apache/lucene/analysis,Michael Busch,1.0
src/test/org/apache/lucene/document,Michael Busch,
src/test/org/apache/lucene/index,Michael Busch,10.0
src/test/org/apache/lucene/index/store,Michael Busch,
src/test/org/apache/lucene/queryParser,Michael Busch,
src/test/org/apache/lucene/search,Michael Busch,1.0
src/test/org/apache/lucene/search/function,Michael Busch,
src/test/org/apache/lucene/search/payloads,Michael Busch,1.0
src/test/org/apache/lucene/search/spans,Michael Busch,
src/test/org/apache/lucene/store,Michael Busch,1.0
src/test/org/apache/lucene/util,Michael Busch,1.0
,Grant Ingersoll,7.0
contrib,Grant Ingersoll,
contrib/analyzers,Grant Ingersoll,
contrib/analyzers/src/java/org/apache/lucene/analysis/de,Grant Ingersoll,1.0
contrib/analyzers/src/java/org/apache/lucene/analysis/fr,Grant Ingersoll,1.0
contrib/analyzers/src/java/org/apache/lucene/analysis/payloads,Grant Ingersoll,1.0
contrib/analyzers/src/java/org/apache/lucene/analysis/ru,Grant Ingersoll,1.0
contrib/analyzers/src/test/org/apache/lucene/analysis/payloads,Grant Ingersoll,1.0
contrib/analyzers/src/test/org/apache/lucene/analysis/ru,Grant Ingersoll,1.0
contrib/ant,Grant Ingersoll,
contrib/benchmark,Grant Ingersoll,2.0
contrib/benchmark/conf,Grant Ingersoll,4.0
contrib/benchmark/lib,Grant Ingersoll,
contrib/benchmark/src/java/org/apache/lucene/benchmark,Grant Ingersoll,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask,Grant Ingersoll,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds,Grant Ingersoll,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks,Grant Ingersoll,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils,Grant Ingersoll,3.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality,Grant Ingersoll,
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec,Grant Ingersoll,
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils,Grant Ingersoll,
contrib/benchmark/src/java/org/apache/lucene/benchmark/standard,Grant Ingersoll,2.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/utils,Grant Ingersoll,2.0
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask,Grant Ingersoll,
contrib/benchmark/src/test/org/apache/lucene/benchmark/quality,Grant Ingersoll,
contrib/db,Grant Ingersoll,
contrib/db/bdb,Grant Ingersoll,
contrib/db/bdb-je,Grant Ingersoll,
contrib/gdata-server,Grant Ingersoll,1.0
contrib/gdata-server/gdata-build,Grant Ingersoll,
contrib/gdata-server/lib,Grant Ingersoll,
contrib/gdata-server/src/core,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/data,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/analysis,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/config,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/index,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/search/query,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/administration,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/authentication,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/registry,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/server/registry/configuration,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/servlet,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/servlet/handler,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/db4o,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/configuration,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/recover,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/storage/lucenestorage/util,Grant Ingersoll,
contrib/gdata-server/src/core/src/java/org/apache/lucene/gdata/utils,Grant Ingersoll,2.0
contrib/gdata-server/src/core/src/test,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/data,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/analysis,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/config,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/index,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/search/query,Grant Ingersoll,1.0
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/administration,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/authentication,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/registry,Grant Ingersoll,
contrib/gdata-server/src/core/src/test/org/apache/lucene/gdata/server/registry/configuration,Grant Ingersoll,
