File,Author,ChurnSize
,Michael Stack,1555967.0
bin,Michael Stack,3841.0
bin/replication,Michael Stack,897.0
conf,Michael Stack,1107.0
dev-support,Michael Stack,2597.0
examples,Michael Stack,129222.0
examples/mapreduce/org/apache/hadoop/hbase/mapreduce,Michael Stack,897.0
examples/thrift,Michael Stack,1452.0
examples/thrift2,Michael Stack,897.0
hbase-assembly,Michael Stack,2737.0
hbase-assembly/src/assembly,Michael Stack,317.0
hbase-assembly/src/packages,Michael Stack,2366.0
hbase-assembly/src/packages/conf-pseudo,Michael Stack,2366.0
hbase-assembly/src/packages/deb/conf-pseudo.control,Michael Stack,2366.0
hbase-assembly/src/packages/deb/hbase.control,Michael Stack,2366.0
hbase-assembly/src/packages/deb/init.d,Michael Stack,2366.0
hbase-assembly/src/packages/rpm/init.d,Michael Stack,2366.0
hbase-assembly/src/packages/rpm/spec,Michael Stack,2366.0
hbase-assembly/src/site/resources/images,Michael Stack,0.0
hbase-client,Michael Stack,1030.0
hbase-client/src/main/java/org/apache/hadoop/hbase,Michael Stack,980.0
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog,Michael Stack,11316.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client,Michael Stack,12816.0
hbase-client/src/main/java/org/apache/hadoop/hbase/coprocessor,Michael Stack,9704.0
hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions,Michael Stack,13605.0
hbase-client/src/main/java/org/apache/hadoop/hbase/executor,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/filter,Michael Stack,998.0
hbase-client/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,9716.0
hbase-client/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,966.0
hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf,Michael Stack,11411.0
hbase-client/src/main/java/org/apache/hadoop/hbase/replication,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/security,Michael Stack,646.0
hbase-client/src/main/java/org/apache/hadoop/hbase/security/access,Michael Stack,2329.0
hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper,Michael Stack,966.0
hbase-client/src/test/java/org/apache/hadoop/hbase/client,Michael Stack,12540.0
hbase-common,Michael Stack,5116.0
hbase-common/src/main/java/org/apache/hadoop/hbase,Michael Stack,49994.0
hbase-common/src/main/java/org/apache/hadoop/hbase/codec,Michael Stack,646.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io,Michael Stack,53588.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/compress,Michael Stack,1618.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding,Michael Stack,2567.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/hfile,Michael Stack,6071.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util,Michael Stack,40054.0
