Author,File,NumLines
Alan Moore,src/org/jruby,485.0
Alan Moore,src/org/jruby/exceptions,10.0
Alan Moore,src/org/jruby/parser,3.0
Anders Bengtsson,src/org/jruby,796.0
Anders Bengtsson,src/org/jruby/ast,117.0
Anders Bengtsson,src/org/jruby/ast/types,4.0
Anders Bengtsson,src/org/jruby/ast/util,4.0
Anders Bengtsson,src/org/jruby/exceptions,13.0
Anders Bengtsson,src/org/jruby/internal/runtime,26.0
Anders Bengtsson,src/org/jruby/internal/runtime/methods,21.0
Anders Bengtsson,src/org/jruby/javasupport,419.0
Anders Bengtsson,src/org/jruby/javasupport/bsf,29.0
Anders Bengtsson,src/org/jruby/libraries,29.0
Anders Bengtsson,src/org/jruby/parser,54.0
Anders Bengtsson,src/org/jruby/runtime,151.0
Anders Bengtsson,src/org/jruby/runtime/builtin,4.0
Anders Bengtsson,src/org/jruby/runtime/callback,11.0
Anders Bengtsson,src/org/jruby/runtime/load,59.0
Anders Bengtsson,src/org/jruby/runtime/marshal,206.0
Benoit Cerrina,src/org/jruby,25.0
Benoit Cerrina,src/org/jruby/ast,90.0
Benoit Cerrina,src/org/jruby/ast/types,1.0
Benoit Cerrina,src/org/jruby/javasupport,2.0
Benoit Cerrina,src/org/jruby/parser,1.0
Benoit Cerrina,src/org/jruby/runtime,8.0
Bill Dortch,src/org/jruby,1126.0
Bill Dortch,src/org/jruby/ast,10.0
Bill Dortch,src/org/jruby/compiler,3.0
Bill Dortch,src/org/jruby/demo,1.0
Bill Dortch,src/org/jruby/ext/socket,56.0
Bill Dortch,src/org/jruby/javasupport,1098.0
Bill Dortch,src/org/jruby/javasupport/proxy,89.0
Bill Dortch,src/org/jruby/javasupport/util,31.0
Bill Dortch,src/org/jruby/libraries,1.0
Bill Dortch,src/org/jruby/parser,1.0
Bill Dortch,src/org/jruby/runtime,17.0
Bill Dortch,src/org/jruby/runtime/builtin,103.0
Bill Dortch,src/org/jruby/runtime/component,39.0
Bill Dortch,src/org/jruby/runtime/load,1.0
Bill Dortch,src/org/jruby/runtime/marshal,44.0
Brice Figureau,src/org/jruby/ext/socket,20.0
Chad Fowler,src/org/jruby,22.0
Charles Oliver Nutter,src/org/jruby,16389.0
Charles Oliver Nutter,src/org/jruby/ast,2170.0
Charles Oliver Nutter,src/org/jruby/ast/executable,720.0
Charles Oliver Nutter,src/org/jruby/ast/util,39.0
Charles Oliver Nutter,src/org/jruby/ast/visitor,97.0
Charles Oliver Nutter,src/org/jruby/compiler,6167.0
Charles Oliver Nutter,src/org/jruby/compiler/ir,277.0
Charles Oliver Nutter,src/org/jruby/demo,345.0
Charles Oliver Nutter,src/org/jruby/environment,70.0
Charles Oliver Nutter,src/org/jruby/exceptions,191.0
Charles Oliver Nutter,src/org/jruby/ext,698.0
Charles Oliver Nutter,src/org/jruby/ext/ffi,4.0
Charles Oliver Nutter,src/org/jruby/ext/ffi/jffi,6.0
Charles Oliver Nutter,src/org/jruby/ext/socket,522.0
Charles Oliver Nutter,src/org/jruby/internal/runtime,661.0
Charles Oliver Nutter,src/org/jruby/internal/runtime/methods,4379.0
Charles Oliver Nutter,src/org/jruby/java,1436.0
Charles Oliver Nutter,src/org/jruby/java/addons,333.0
Charles Oliver Nutter,src/org/jruby/java/dispatch,289.0
Charles Oliver Nutter,src/org/jruby/java/invokers,912.0
Charles Oliver Nutter,src/org/jruby/java/proxies,1101.0
Charles Oliver Nutter,src/org/jruby/javasupport,3593.0
Charles Oliver Nutter,src/org/jruby/javasupport/bsf,21.0
Charles Oliver Nutter,src/org/jruby/javasupport/proxy,195.0
Charles Oliver Nutter,src/org/jruby/javasupport/util,1438.0
Charles Oliver Nutter,src/org/jruby/libraries,552.0
Charles Oliver Nutter,src/org/jruby/management,475.0
Charles Oliver Nutter,src/org/jruby/parser,929.0
Charles Oliver Nutter,src/org/jruby/platform,9.0
Charles Oliver Nutter,src/org/jruby/runtime,4667.0
Charles Oliver Nutter,src/org/jruby/runtime/builtin,278.0
Charles Oliver Nutter,src/org/jruby/runtime/callback,1772.0
Charles Oliver Nutter,src/org/jruby/runtime/callsite,1245.0
Charles Oliver Nutter,src/org/jruby/runtime/invokedynamic,664.0
Charles Oliver Nutter,src/org/jruby/runtime/load,1214.0
Charles Oliver Nutter,src/org/jruby/runtime/marshal,360.0
Charles Oliver Nutter,src/org/jruby/runtime/scope,1309.0
Charles Oliver Nutter,src/org/jruby/threading,16.0
David Calavera,src/org/jruby,380.0
David Calavera,src/org/jruby/ext/socket,3.0
David Calavera,src/org/jruby/javasupport,1.0
