"project","release","auc","auc_optimism_reduced","optimism"
"hbase","hbase_0.95.0RC1_metrics.csv",0.794217451523546,0.775872814660421,0.0183446368631242
"hbase","hbase_0.96.0RC5_metrics.csv",0.915584415584416,0.887939771680447,0.0276446439039689
