File,Author,NumCommits
,jxiang,1.0
bin,jxiang,
conf,jxiang,
dev-support,jxiang,
hbase-assembly,jxiang,1.0
hbase-assembly/src/main/assembly,jxiang,
hbase-client,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase,jxiang,2.0
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog,jxiang,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client,jxiang,6.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/metrics,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/replication,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/coprocessor,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/executor,jxiang,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/filter,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/ipc,jxiang,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/master,jxiang,2.0
hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/regionserver/wal,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/replication,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/security,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/security/access,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/snapshot,jxiang,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/util,jxiang,
hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper,jxiang,
hbase-client/src/test/java/org/apache/hadoop/hbase/client,jxiang,1.0
hbase-client/src/test/java/org/apache/hadoop/hbase/ipc,jxiang,
hbase-common,jxiang,
hbase-common/src,jxiang,
hbase-common/src/main/java/org/apache/hadoop/hbase,jxiang,1.0
hbase-common/src/main/java/org/apache/hadoop/hbase/codec,jxiang,
hbase-common/src/main/java/org/apache/hadoop/hbase/io,jxiang,
hbase-common/src/main/java/org/apache/hadoop/hbase/io/compress,jxiang,1.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding,jxiang,
hbase-common/src/main/java/org/apache/hadoop/hbase/types,jxiang,
hbase-common/src/main/java/org/apache/hadoop/hbase/util,jxiang,1.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util/test,jxiang,
hbase-common/src/main/resources,jxiang,
hbase-common/src/test/java/org/apache/hadoop/hbase,jxiang,
hbase-common/src/test/java/org/apache/hadoop/hbase/types,jxiang,
hbase-common/src/test/java/org/apache/hadoop/hbase/util,jxiang,
hbase-examples,jxiang,
hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example,jxiang,
hbase-examples/src/test/java/org/apache/hadoop/hbase/coprocessor/example,jxiang,
hbase-hadoop-compat,jxiang,
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/master,jxiang,
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/thrift,jxiang,
hbase-hadoop1-compat,jxiang,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/master,jxiang,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/thrift,jxiang,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/metrics2/lib,jxiang,
hbase-hadoop1-compat/src/test/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-hadoop2-compat,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/ipc,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/master,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/master/balancer,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/metrics,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/regionserver/wal,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/replication/regionserver,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/rest,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/thrift,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/metrics2/impl,jxiang,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/metrics2/lib,jxiang,
hbase-hadoop2-compat/src/test/java/org/apache/hadoop/hbase/regionserver,jxiang,
hbase-it,jxiang,
hbase-it/src/test/java/org/apache/hadoop/hbase,jxiang,1.0
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/actions,jxiang,2.0
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/factories,jxiang,1.0
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/monkies,jxiang,
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce,jxiang,
hbase-it/src/test/java/org/apache/hadoop/hbase/mttr,jxiang,
hbase-it/src/test/java/org/apache/hadoop/hbase/test,jxiang,1.0
hbase-it/src/test/java/org/apache/hadoop/hbase/trace,jxiang,
hbase-prefix-tree,jxiang,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree,jxiang,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/decode,jxiang,
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/scanner,jxiang,
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/blockmeta,jxiang,
hbase-protocol,jxiang,1.0
hbase-protocol/src/main/java/org/apache/hadoop/hbase/protobuf/generated,jxiang,1.0
hbase-protocol/src/main/protobuf,jxiang,
hbase-server,jxiang,
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master,jxiang,
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/regionserver,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/backup,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/backup/example,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/catalog,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/client,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/client/coprocessor,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/codec,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/executor,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/fs,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/io,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/bucket,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/ipc,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapred,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/replication,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/master,jxiang,10.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler,jxiang,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/metrics,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/migration,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/procedure,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/protobuf,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver,jxiang,5.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/handler,jxiang,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/rest,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/rest/client,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/rest/model,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/rest/protobuf/generated,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/security,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/security/access,jxiang,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/security/token,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/thrift,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/thrift2,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/trace,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/util,jxiang,5.0
hbase-server/src/main/java/org/apache/hadoop/hbase/util/hbck,jxiang,
hbase-server/src/main/java/org/apache/hadoop/hbase/zookeeper,jxiang,
hbase-server/src/main/resources/hbase-webapps/master,jxiang,
hbase-server/src/main/resources/hbase-webapps/rest,jxiang,1.0
hbase-server/src/main/resources/hbase-webapps/static/css,jxiang,
hbase-server/src/main/resources/hbase-webapps/static/fonts,jxiang,
hbase-server/src/main/resources/hbase-webapps/static/js,jxiang,
hbase-server/src/main/resources/hbase-webapps/thrift,jxiang,
hbase-server/src/main/ruby/hbase,jxiang,
hbase-server/src/main/ruby/shell,jxiang,
hbase-server/src/main/ruby/shell/commands,jxiang,3.0
hbase-server/src/test/data,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase,jxiang,3.0
hbase-server/src/test/java/org/apache/hadoop/hbase/backup/example,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/catalog,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/client,jxiang,1.0
hbase-server/src/test/java/org/apache/hadoop/hbase/client/replication,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/constraint,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/protobuf/generated,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/filter,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/io,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/io/encoding,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/ipc,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/protobuf/generated,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/mapred,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/mapreduce,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/master,jxiang,5.0
hbase-server/src/test/java/org/apache/hadoop/hbase/master/balancer,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/master/handler,jxiang,1.0
hbase-server/src/test/java/org/apache/hadoop/hbase/migration,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/procedure,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver,jxiang,4.0
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/replication,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/rest,jxiang,1.0
hbase-server/src/test/java/org/apache/hadoop/hbase/rest/client,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/rest/model,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/security/access,jxiang,1.0
hbase-server/src/test/java/org/apache/hadoop/hbase/security/token,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/trace,jxiang,
hbase-server/src/test/java/org/apache/hadoop/hbase/util,jxiang,1.0
hbase-server/src/test/java/org/apache/hadoop/hbase/util/hbck,jxiang,
hbase-server/src/test/resources,jxiang,
hbase-server/src/test/ruby/hbase,jxiang,
hbase-shell,jxiang,
hbase-shell/src/main/ruby/hbase,jxiang,
hbase-shell/src/test/java/org/apache/hadoop/hbase/client,jxiang,
hbase-testing-util,jxiang,
hbase-thrift,jxiang,
hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift,jxiang,1.0
hbase-thrift/src/main/resources/hbase-webapps/static,jxiang,
hbase-thrift/src/main/resources/hbase-webapps/static/fonts,jxiang,
hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift,jxiang,
src/main/docbkx,jxiang,
src/main/site,jxiang,
src/main/site/xdoc,jxiang,
,Michael Stack,20.0
bin,Michael Stack,4.0
conf,Michael Stack,
dev-support,Michael Stack,2.0
hbase-assembly,Michael Stack,2.0
hbase-assembly/src/main/assembly,Michael Stack,1.0
hbase-client,Michael Stack,3.0
hbase-client/src/main/java/org/apache/hadoop/hbase,Michael Stack,3.0
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog,Michael Stack,2.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client,Michael Stack,16.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor,Michael Stack,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/client/metrics,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/replication,Michael Stack,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/coprocessor,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/executor,Michael Stack,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/filter,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,7.0
hbase-client/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf,Michael Stack,8.0
hbase-client/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/regionserver/wal,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/replication,Michael Stack,2.0
hbase-client/src/main/java/org/apache/hadoop/hbase/security,Michael Stack,2.0
hbase-client/src/main/java/org/apache/hadoop/hbase/security/access,Michael Stack,1.0
hbase-client/src/main/java/org/apache/hadoop/hbase/snapshot,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/util,Michael Stack,
hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper,Michael Stack,4.0
hbase-client/src/test/java/org/apache/hadoop/hbase/client,Michael Stack,4.0
hbase-client/src/test/java/org/apache/hadoop/hbase/ipc,Michael Stack,1.0
hbase-common,Michael Stack,3.0
hbase-common/src,Michael Stack,
hbase-common/src/main/java/org/apache/hadoop/hbase,Michael Stack,9.0
hbase-common/src/main/java/org/apache/hadoop/hbase/codec,Michael Stack,
hbase-common/src/main/java/org/apache/hadoop/hbase/io,Michael Stack,1.0
hbase-common/src/main/java/org/apache/hadoop/hbase/io/compress,Michael Stack,
hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding,Michael Stack,
hbase-common/src/main/java/org/apache/hadoop/hbase/types,Michael Stack,1.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util,Michael Stack,2.0
hbase-common/src/main/java/org/apache/hadoop/hbase/util/test,Michael Stack,
hbase-common/src/main/resources,Michael Stack,5.0
hbase-common/src/test/java/org/apache/hadoop/hbase,Michael Stack,2.0
hbase-common/src/test/java/org/apache/hadoop/hbase/types,Michael Stack,1.0
hbase-common/src/test/java/org/apache/hadoop/hbase/util,Michael Stack,1.0
hbase-examples,Michael Stack,2.0
hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example,Michael Stack,
hbase-examples/src/test/java/org/apache/hadoop/hbase/coprocessor/example,Michael Stack,
hbase-hadoop-compat,Michael Stack,2.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,1.0
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/thrift,Michael Stack,
hbase-hadoop1-compat,Michael Stack,2.0
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/hbase/thrift,Michael Stack,
hbase-hadoop1-compat/src/main/java/org/apache/hadoop/metrics2/lib,Michael Stack,
hbase-hadoop1-compat/src/test/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-hadoop2-compat,Michael Stack,2.0
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/master/balancer,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/metrics,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/regionserver/wal,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/replication/regionserver,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/rest,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/thrift,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/metrics2/impl,Michael Stack,
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/metrics2/lib,Michael Stack,
hbase-hadoop2-compat/src/test/java/org/apache/hadoop/hbase/regionserver,Michael Stack,
hbase-it,Michael Stack,2.0
hbase-it/src/test/java/org/apache/hadoop/hbase,Michael Stack,1.0
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/actions,Michael Stack,3.0
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/factories,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/monkies,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/mttr,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/test,Michael Stack,
hbase-it/src/test/java/org/apache/hadoop/hbase/trace,Michael Stack,
hbase-prefix-tree,Michael Stack,2.0
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree,Michael Stack,2.0
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/decode,Michael Stack,1.0
hbase-prefix-tree/src/main/java/org/apache/hadoop/hbase/codec/prefixtree/scanner,Michael Stack,
hbase-prefix-tree/src/test/java/org/apache/hadoop/hbase/codec/prefixtree/blockmeta,Michael Stack,1.0
hbase-protocol,Michael Stack,9.0
hbase-protocol/src/main/java/org/apache/hadoop/hbase/protobuf/generated,Michael Stack,5.0
hbase-protocol/src/main/protobuf,Michael Stack,2.0
hbase-server,Michael Stack,4.0
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master,Michael Stack,1.0
hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/regionserver,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/backup,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/backup/example,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/catalog,Michael Stack,4.0
hbase-server/src/main/java/org/apache/hadoop/hbase/client,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/client/coprocessor,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/codec,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor,Michael Stack,3.0
hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/executor,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/fs,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/io,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/bucket,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/ipc,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapred,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce,Michael Stack,5.0
hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/replication,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master,Michael Stack,15.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer,Michael Stack,3.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler,Michael Stack,3.0
hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/metrics,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/migration,Michael Stack,4.0
hbase-server/src/main/java/org/apache/hadoop/hbase/procedure,Michael Stack,
hbase-server/src/main/java/org/apache/hadoop/hbase/protobuf,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver,Michael Stack,14.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions,Michael Stack,1.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/handler,Michael Stack,3.0
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal,Michael Stack,14.0
hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver,Michael Stack,2.0
hbase-server/src/main/java/org/apache/hadoop/hbase/rest,Michael Stack,1.0
