"File","Author","NumCommits"
"","Carl Steinbach",14
"ant","Carl Steinbach",NA
"ant/src/org/apache/hadoop/hive/ant","Carl Steinbach",1
"bin","Carl Steinbach",NA
"bin/ext","Carl Steinbach",NA
"bin/ext/util","Carl Steinbach",NA
"cli","Carl Steinbach",NA
"cli/src/java/org/apache/hadoop/hive/cli","Carl Steinbach",NA
"common","Carl Steinbach",NA
"common/src/java/org/apache/hadoop/hive/common","Carl Steinbach",NA
"common/src/java/org/apache/hadoop/hive/conf","Carl Steinbach",NA
"conf","Carl Steinbach",NA
"contrib","Carl Steinbach",1
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64","Carl Steinbach",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/metastore/hooks","Carl Steinbach",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2/s3","Carl Steinbach",NA
"contrib/src/test/queries/clientnegative","Carl Steinbach",NA
"contrib/src/test/queries/clientpositive","Carl Steinbach",NA
"contrib/src/test/results/clientnegative","Carl Steinbach",1
"contrib/src/test/results/clientpositive","Carl Steinbach",1
"data/conf","Carl Steinbach",NA
"data/files","Carl Steinbach",NA
"data/scripts","Carl Steinbach",NA
"data/warehouse/src","Carl Steinbach",NA
"docs/stylesheets","Carl Steinbach",NA
"docs/xdocs/language_manual","Carl Steinbach",NA
"eclipse-templates","Carl Steinbach",NA
"hbase-handler","Carl Steinbach",1
"hbase-handler/src/java/org/apache/hadoop/hive/hbase","Carl Steinbach",2
"hbase-handler/src/test/org/apache/hadoop/hive/hbase","Carl Steinbach",1
"hbase-handler/src/test/queries","Carl Steinbach",1
"hbase-handler/src/test/results","Carl Steinbach",2
"hbase-handler/src/test/templates","Carl Steinbach",1
"hwi","Carl Steinbach",NA
"hwi/src/java/org/apache/hadoop/hive/hwi","Carl Steinbach",NA
"hwi/src/test/org/apache/hadoop/hive/hwi","Carl Steinbach",NA
"hwi/web","Carl Steinbach",NA
"hwi/web/WEB-INF","Carl Steinbach",NA
"ivy","Carl Steinbach",1
"jdbc","Carl Steinbach",NA
