"File","Author","NumCommits"
"","Raghotham Murthy",21
"ant","Raghotham Murthy",NA
"ant/src/org/apache/hadoop/hive/ant","Raghotham Murthy",1
"bin","Raghotham Murthy",1
"bin/ext","Raghotham Murthy",NA
"cli","Raghotham Murthy",NA
"cli/src/java/org/apache/hadoop/hive/cli","Raghotham Murthy",NA
"common","Raghotham Murthy",NA
"common/src/java/org/apache/hadoop/hive/common","Raghotham Murthy",NA
"common/src/java/org/apache/hadoop/hive/conf","Raghotham Murthy",1
"conf","Raghotham Murthy",1
"contrib","Raghotham Murthy",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64","Raghotham Murthy",NA
"contrib/src/test/results/clientnegative","Raghotham Murthy",1
"contrib/src/test/results/clientpositive","Raghotham Murthy",1
"data/conf","Raghotham Murthy",NA
"data/files","Raghotham Murthy",1
"data/scripts","Raghotham Murthy",NA
"docs/images","Raghotham Murthy",1
"eclipse-templates","Raghotham Murthy",1
"hwi","Raghotham Murthy",NA
"hwi/src/java/org/apache/hadoop/hive/hwi","Raghotham Murthy",2
"hwi/web","Raghotham Murthy",NA
"jdbc","Raghotham Murthy",NA
"jdbc/src/java/org/apache/hadoop/hive/jdbc","Raghotham Murthy",3
"jdbc/src/test/org/apache/hadoop/hive/jdbc","Raghotham Murthy",2
"lib","Raghotham Murthy",NA
"metastore","Raghotham Murthy",1
"metastore/if","Raghotham Murthy",3
"metastore/include/thrift","Raghotham Murthy",NA
"metastore/include/thrift/concurrency","Raghotham Murthy",NA
"metastore/include/thrift/fb303","Raghotham Murthy",NA
"metastore/include/thrift/fb303/if","Raghotham Murthy",NA
"metastore/include/thrift/if","Raghotham Murthy",NA
"metastore/include/thrift/processor","Raghotham Murthy",NA
"metastore/include/thrift/protocol","Raghotham Murthy",NA
"metastore/include/thrift/server","Raghotham Murthy",NA
"metastore/include/thrift/transport","Raghotham Murthy",NA
"metastore/src/gen-javabean/org/apache/hadoop/hive/metastore/api","Raghotham Murthy",2
"metastore/src/gen-php","Raghotham Murthy",2
"metastore/src/gen-py/hive_metastore","Raghotham Murthy",2
"metastore/src/java/org/apache/hadoop/hive/metastore","Raghotham Murthy",3
"metastore/src/model/org/apache/hadoop/hive/metastore/model","Raghotham Murthy",1
"metastore/src/test/org/apache/hadoop/hive/metastore","Raghotham Murthy",1
"ql","Raghotham Murthy",NA
"ql/lib","Raghotham Murthy",NA
"ql/src/java/org/apache/hadoop/hive/ql","Raghotham Murthy",1
"ql/src/java/org/apache/hadoop/hive/ql/exec","Raghotham Murthy",7
"ql/src/java/org/apache/hadoop/hive/ql/hooks","Raghotham Murthy",NA
"ql/src/java/org/apache/hadoop/hive/ql/io","Raghotham Murthy",2
"ql/src/java/org/apache/hadoop/hive/ql/lib","Raghotham Murthy",1
"ql/src/java/org/apache/hadoop/hive/ql/metadata","Raghotham Murthy",2
"ql/src/java/org/apache/hadoop/hive/ql/optimizer","Raghotham Murthy",3
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr","Raghotham Murthy",NA
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc","Raghotham Murthy",1
"ql/src/java/org/apache/hadoop/hive/ql/parse","Raghotham Murthy",5
"ql/src/java/org/apache/hadoop/hive/ql/plan","Raghotham Murthy",2
"ql/src/java/org/apache/hadoop/hive/ql/ppd","Raghotham Murthy",1
"ql/src/java/org/apache/hadoop/hive/ql/processors","Raghotham Murthy",4
"ql/src/java/org/apache/hadoop/hive/ql/session","Raghotham Murthy",1
"ql/src/java/org/apache/hadoop/hive/ql/udf","Raghotham Murthy",3
"ql/src/java/org/apache/hadoop/hive/ql/udf/generic","Raghotham Murthy",NA
