"File","Author","NumCommits"
"","John Sichi",24
"ant/src/org/apache/hadoop/hive/ant","John Sichi",1
"bin","John Sichi",NA
"bin/ext","John Sichi",2
"checkstyle","John Sichi",NA
"cli/src/java/org/apache/hadoop/hive/cli","John Sichi",NA
"common/src/java/org/apache/hadoop/hive/common","John Sichi",NA
"common/src/java/org/apache/hadoop/hive/common/io","John Sichi",NA
"common/src/java/org/apache/hadoop/hive/conf","John Sichi",1
"conf","John Sichi",2
"contrib","John Sichi",1
"contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/mr","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/mr/example","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/serde2/s3","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/udf/example","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example","John Sichi",NA
"contrib/src/java/org/apache/hadoop/hive/contrib/util/typedbytes","John Sichi",NA
"contrib/src/test/org/apache/hadoop/hive/contrib/mr","John Sichi",NA
"contrib/src/test/org/apache/hadoop/hive/contrib/serde2","John Sichi",NA
"contrib/src/test/results/clientnegative","John Sichi",NA
"contrib/src/test/results/clientpositive","John Sichi",NA
"data/conf","John Sichi",NA
"data/files","John Sichi",NA
"eclipse-templates","John Sichi",1
"eclipse-templates/.settings","John Sichi",NA
"hbase-handler","John Sichi",1
"hbase-handler/lib","John Sichi",NA
"hbase-handler/src/java/org/apache/hadoop/hive/hbase","John Sichi",NA
"hbase-handler/src/test/org/apache/hadoop/hive/hbase","John Sichi",1
"hbase-handler/src/test/queries","John Sichi",NA
"hbase-handler/src/test/results","John Sichi",NA
"hbase-handler/src/test/templates","John Sichi",NA
"hwi","John Sichi",1
"hwi/src/java/org/apache/hadoop/hive/hwi","John Sichi",1
"hwi/src/test/org/apache/hadoop/hive/hwi","John Sichi",NA
"hwi/web","John Sichi",2
"ivy","John Sichi",3
"jdbc/src/java/org/apache/hadoop/hive/jdbc","John Sichi",NA
